content,rating
"Obecnie to same ""Kac Wawy"" czy inne ""Ciacha"". I nie zanosi się na to, żeby w najbliższym czasie się to zmieniło...",10
jest to najlepsza poska komedia wszechczasow zna kto lepsza - nie sadze,8
Jak możecie to kliknijcie w link na moim profilu. Zajmie wam to parę sekund. Z góry dzięki.,8
"Seksmisja to genialna ,kultowa polska komedia. Świetne teksty ,fantastyczna gra aktorska . Jerzy Stuhr i Olgierd Łukaszewicz wymiatają. Duża dawka śmiechu gwarantowana . Jestem zachwycony tym filmem .",10
"Genialne,ponadczasowe kino mistrza Machulskiego. Temat walki płci zawsze na czasie. Tak samo jak temat ""permanentnej iwiligacji"" alla George Orwell. Super komedia. Doskonały Film.",9
"Film jak wiekszosc jego ulubiencoof ogladalem kilkanascie razy. Jest rewelacyjny, zreszta co bede too duzo gadal. Jak ktos tu wszet poczytac to chyba go widzial. Pozdrawiam fszystkich ""sesxmisjowiczoof"".PS. A tak na marginesie, to ciekawe ilu z nas (mam na mysli meszczyzn) kcialo by wykonac taka misje dla luckosci?hmm?CHESTERCB",10
"Po pierwsze, tylko mężczyzna może wykreować taki świat kobiet - laski w szortach i szpilkach.Po drugie, dwaj mężczyźni w takim świecie nie zrobiliby komedii, bo nie współpracowaliby ze sobą, lecz pozabijali się, jak Kain i Abel, zanim film osiągnie półmetek. Każdy wie, że dwóch mężczyzn w świecie kobiet to o jednego za dużo! Tymczasem oni współpracują, aby... jeszcze przybyło mężczyzn! Ale te oczywiste ...",10
"Stała się rzecz niebywała! Skończyła się hegemonia ""Seksmisji"" na Filmwebie! Na pierwsze miejsce w rankingu najlepszych polskich filmów wskoczyła ""Katedra"". Wreszcie!",6
Czy ktoś zauważył tego wielkiego psa w scenie z murzynką? Czy to nie przypadkiem ten sam ze sceny z murzynem w Vabank??,9
Czy ten wielki pies w scenie z murzynką to nie przypadkiem ten sam który wystąpił w Vabank z murzynem?? Zauważył ktoś może?,9
"Np. demagogia i hasła postaci zagranej przez Dorotę Stalinska. Uczy ona młode dziewczyny i przestrzega przed mężczyznami, których już przecież...nie ma. To tak jakby ostrzegać współczesnych przed dinozaurami. absurd",10
"najlepszy Polski film :) takie kino uwielbiam, z pomysłem, znakomitymi aktorami którzy potrafią grać naturalnie i przekonująco... nie jak te dzisiejsze karolaki i inne sochy ;) legendy Polskiego kina niestety dawno sie zestarzaly :) dzis ciężko o dobry filmale to tylko moje odczucia^",10
"Klasyka polskiego kina, którą trzeba koniecznie zobaczyć!!",9
"Rozumiem, że czasy takie i owakie, i że kraj taki i owaki, ale czy ta wysoka nota nie jest przypadkiem zbyt 'względna'? Zgadzam się, efekty dobre jak na nasz kraj w tamtych czasach, fabuła też (według wszystkich oprócz mnie) dobra jak na nasz kraj w tamtych czasach, gra aktorska też dobra JAK NA NASZ KRAJ W TAMTYCH CZASACH. Nie wiem, może jestem zbyt młodym rocznikiem aby móc ...",6
"Film - komedia, jest wciąż zabawna, udane teksty ""Bohaterów prądem?"", ""Kobieta mnie bije"", ""... ale jednak my w tym trochę wam pomagaliśmy i to z przyjemnością.""Film dobrze się ogląda. Bohaterowie na zmianę się poddają i wspomagają się.Jednak rok odhibernowania to 2053 a nie jak na wstępie nas informują, że 2044.",8
"Jakby Waszym zdaniem wyglądałaby druga część ""Seksmisji"" ? Co by się tam wydarzyło? Według mnie fajnie byłoby, gdyby powstała druga część - tyle że odwrotna fabuła czyli dwie kobiety w świecie samych mężczyzn. Albo dalsze losy Maksa i Alberta z Lamią i tą drugą kobietą co pod koniec filmu w tym domu Albert ją całował i rozbierał. ;D Z tym że trzeba by było może dobrze ucharakteryzować ...",10
Jeżeli ktoś ma oficjalną wersję filmu z angielskimi napisami to bardzo poproszę o źródło.,9
Poszukuję oficjalnych angielskich napisów do filmu.Byłabym bardzo wdzięczna :),9
"Film jest naprawdę świetny. Bardzo mi się podoba, i te przezabawne cytaty, dialogi, zwłaszcza cytaty Maksa mnie rozbawiają. Można to oglądać z milion razy i się nie znudzi. Ale nie rozumiem tylko końcówki filmu. Lamia, Emma, Albert i Maks znaleźli się w tym domku, a potem Maks i Lamia poszli do łóżka, a na dole w salonie Albert figlował z Emmą, to okej. Ale gdy pojawia się Jej ...",10
"Chetnie obejrzalabym Seksmisje po niemiecku tak jak i kilka innych polskich filmow_ byloby super skolekcjonowac kultowe polskie filmy tak po niemiecku i angielsku, aby moc sie podzielic naszym narodowym dobrem, pokazac kawal tej kultury znajomym",9
"Teksty z tego filmu to już zna się na pamięć chyba typu Kobieta mnie bije czy Ciemność widzę ciemność .Najlepsze to było hasło które otwierało właz na zewnątrz ;) .Ogólnie dobra komedia jedna z najbardziej kultowych Polskich .Ale ja to bym tak nie chciał przeżyć tego co ci dwaj panowie po hibernacji, nie powiem że to było dobre same kobity, a oni tylko we ...",8
"To jeden z tych genialnych filmów, z którego teksty przetrwają pokolenia i już widzę, że niektórzy powtarzają kultowe teksty z niego nie wiedząc nawet skąd one pochodzą. Po prostu weszły do codziennego użytku jak niektóre powiedzenia czy przysłowia :D",10
"Wielka to szkoda i zaniedbanie że na polskim rynku video klasyczne kultowe filmy rodzimej produkcji nie są dostępne w porządnych edycjach specjalnych. Ta pozycja tak jak pozostałe klasyki ze stajni Machulskiego (,,Vabanki"" etc), dzieła Bareji  czy ,,Trylogia"" zasługują na godne wydania kolekcjonerskie blu-ray/dvd. Chętnych na polskiej klasyki ...",10
"Zastanawiam się, dlaczego nie uwzględniono w czołówce osób, ktore uczyły aktorki sztuk walk, szczególnie aikido i karate. Przecież odtwórczyni roli Lamii musiała nauczyć się, jak powalić na łopatki pana Jerzego Stuhra. A i te aktorki, które zagrały strażniczki z grupy Archeo, także musiały się od kogoś nauczyć karate. Przecież gdyby nie te nauki, tobym nie ...",10
Największy absurd tego filmu? Ów misterny plan przywrócenia płci męskiej i szok położnej.,7
"Wygłaszanie opinii negatywnych o takich filmach to tak jakby napisać że słońce jest do dupy bo wczoraj nie świeciło. ŻAŁOSNE TAKIE WYPOWIEDZI WYSTAWIAJĄ PISZĄCYM JE KONKRETNE ŚWIADECTWO. '' Lepiej nie odzywać się i uchodzić za idiotę niż odezwać się i rozwiać wszelkie wątpliwości."" FILM10/10",10
Robimy konkursik odpowiadamy na pytania i zadajemy sami nr 1Data hibernacji ?,10
"W całości obejżałem go po raz pierwszy w Sylwestra i jest taki jaki się spodziewałem: typowy dla polskiego kina. Nie chcę nikogo obrażać, każdy ma swoje zdanie i je szanuję, ale nigdy nie przepadałem za polskim kinem. 5/10",3
"Tak piszą na filmpolski, on bał się kobiet, był zniewieściały i dlatego przetrwał, ale impotentem nigdy nie był. Osobiście znam jednego starego kawalera pracującego w ZUS-ie, który nie stanowił dla kobiet zagrożenia i go zaakceptowały, inny był bardziej męski i musiał odejść, zadziałała solidarność jajników.To temat rzeka, ale mocno przerysowana teza w przypadku Michnikowskiego.",7
"Ale za zwrot akcji w drugiej połowie filmu i zakończenie będzie 9/10. Bardzo mało się śmiałem, jakieś 2-3 godne zapamiętania żarty, a reszta to bardziej komiczne sytuacje, ale nie wywołujące intensywnych skurczów przepony. Dużo lepiej się sprawdza jako bardzo dobry film SF z niezłą, antyutopijną wizją przyszłości.",9
"Wymieńcie fragmenty z filmu według podanych cech.Najlepsza scena:Najnudniejsza scena:Najzabawniejsza scena:Najsłodsza scena:Najostrzejsza scena:Ja zacznę. :)Najlepsza scena: Gdy kobiety wepchnęły Maksa i Alberta do tego pomieszczenia, a Maks leżał na podłodze i mówił: ""Kobieta mnie bije"" oraz ""Tak będę leżał! Zostawcie mnie! La la la la..."" To było najlepsze. xDDNajnudniejsza scena: ...",10
"Jest to jeden z najlepszych, najzabawniejszych polskich filmów jakie widziałem w życiu. Żarty trzymają poziom, oprócz tego znakomita gra aktorska, świetna obsada. Jest to pozycja, którą zdecydowanie warto obejrzeć.",9
Film w doskonały sposób pokazuje satyrę życia w totalitarnym państwie.,10
znam na pamięć cały film... łącznie z dialogami.. i jestem z tego dumny :),10
"jednak jakby nie patrzeć, dobra Polska produkcja starszego rocznika, coś co im chyba wtedy naprawdę wychodziło. Filmy bez Karolaka mogą być dobre? JASNE.",4
jak myslicie jak wygladalaby seksmisja gdyby zostala nakrecona po 2000 roku? :>,10
"Nie rozumiem zachwytu nad tym filmem... Totalnie. Głupie i tyle. Gra aktorska bardzo dobra, a film denny mimo to, niestety...",1
"Tak głupie, że aż śmieszne. Ostatnia scena miażdżąca, sporo świetnego humoru (Ausweiss kontrole! Nieeeee! No i Michnikowski rozwala od pierwszego wejrzenia xD ), ale mimo wszystko całość jest tak idiotyczna, że jako mężczyzna więcej niż 8/10 po prostu nie dam  xD",8
Wczoraj Powtórzyłem sobie ten film i nadal bawi mnie tak jak podczas pierwszego seansu mam 18 lat i oglądałem go już z milion razy uwielbiam ten film ja i cała moja rodzina takich filmów Polskich teraz bardzo brakuje Jerzy Stuhr i Olgierd Łukaszewicz stworzyli mega zabawny duet uważam ze to najlepsza rola Jerzego Stuhra pozdrawiam wszystkich ...,9
"Można nie lubić tego filmu, ale jedno trzeba mu przyznać, jest to film robiony z o wiele większym rozmachem niż jakakolwiek inna współczesna produkcja(polska oczywiście). A jak dla mnie, film jest całkiem niezły. Coś ciekawszego niż romansidła z ostatnich lat, czy stylizowane na amerykańskie, idiotyczne pseudo-komedie.",7
"W sumie to nawet mnie śmieszył, ale to głównie dzięki roli Stuhra, pod koniec wiało nudą",6
"Można spokojnie obejrzeć jeśli ktoś nie widział, film nie najgorszy, z polskich produkcji to pewnie jedyny w swoim rodzaju ale w mojej ocenie nie jest to żadne arcydzieło  czy jakiś wybitny film i byłem zdziwiony że przez jakiś czas prowadził w rankingu najlepszy film polski",7
"Seksmisje widziałem wiele lat temu kinie,dla mnie to najlepsza polska komedia.",10
"Ach te cytaty. To chyba najbardziej cytowany film polski. Ale ja nie o tym. /Pare tygodni temu słyszałem w Trójce wywiad z Machulskim. Opowiadał między innymi, jak ""Seksmisję"" przyjęto za granicą. Otóż w CCCP wycięto całą masę scen, bo były ""zbyt rozdmuchane erotycznie"". Nawet pofatygowano się, aby zmienić tytuł, co spowodowało produkcję nowego filmiku ze wszystkimi ...",9
"Nie to co teraz takie gó.wna jak np. testosteron, czy wyjazd integracyjny!!!seksmisja to jedyny dobry polski film.daje mu 10/10",10
WitamOd jakiegoś czasu szukam bezskutecznie pewnego filmu. Oglądałem go dość dawno - około 10 lat temu. Co do fabuły...Wybuch jakiejś bomby spowodował wyginięcie mężczyzn. Na świecie zostały same kobiety. Później nie wiem jak to dokładnie było ale skądś się wzięło chyba dwóch facetów (albo jeden - nie pamiętam już) i przy ich pomocy kobiety przystąpiły do ratowania ...,10
"Ech... klasyka absolutna. Dwójka facetów budzi się w świecie rządzonym przez kobiety – dobrotliwa kpina zarówno z „maczyzmu”, jak i (przede wszystkim) z zaperzenia feministek (poniekąd dowód na tezę Kołakowskiego, że każda wartość doprowadzona do ekstremum obraca się w swe przeciwieństwo). Przy tym wielki smak, kultura (ale i stadko ślicznych gołych pań...) Też satyra na totalitaryzm (dziś  z ...",8
"W wydanej przez Best Film wersji na Video CD wycięto:1) w końcowej części, gdy bohaterzy wychodzą z windy i myślą gdzie iść w oryginale padaly słowa:""na wschód, tam musi być jakaś cywilizacja"" (tu pamiętam ryk śmiechu całej sali kinowej).2) ostatnio była emisja na którymś z kanałów tv i wycięto jeszcze coś - nie mogę sobie w tej chwili przypomnieć...Podsumowując nie jest to ...",10
"Poza tym poszedłem jeszcze kilka razy ponieważ za 1 razem ""ryk"" był taki że nie dałem rady zrozumieć tekstów.Myślę, że by ten film w pełni zrozumieć trzeba było żyć w tamtych czasach.",10
"dla mnie to arcydzieło polskiejmysli filmowej,ten film jest wieczny a gra Maksa i Alberta znakomita",10
"Będzie bawił jeszcze kolejne pokolenia, jest ponadczasowy. Można go oglądać wiele razy i nigdy się nie znudzi :-)",10
"Film może się podobać lub nie ale poziom komentarzy poniżej jest gorzej niż żenujący. Myślałem , że na tym forum obowiązuje jakiś poziom wypowiedzi ale widzę , że czasami jest gorzej niż niż z wpisami młodzieżówek na wp czy onecie. Ludzie, jeśli się nie ma nic do powiedzenia to po co męczyć klawiaturę i innych użytkowników swoimi wypocinami. Żenua, żenua i jeszcze raz żenua.",10
-Trolli-Osobników infantylnych-Osobników zakompleksionych-Prostaków,9
"Co to ma kurna być??? Właśnie włączyłam TVN7, gdzie miała lecieć ""Seksmisja"" i leci jakiś ""Doskonały świat""...głupków z ludzi robią. W programie tv to samo. O co tu chodzi???",8
Prawdziwa perełka polskiego kina komediowego i nie tylko.  Super film .,8
nie oglądałam ale juz po reklamie uważałam że to dno moja mama tez dopowiedziała że to jest fatalne więc no...,2
"nie wiem czy ktoś już poruszył ten temat, a w ciekawostkach nic na ten temat nie ma... mianowicie Lester Burnham to anagram ""Humbert Learns"" (oczywiście chodzi o Humberta Humberta z ""Lolity""). mnie osobiście strasznie się to spodobało i skłoniło do dodatkowych refleksji nad filmem....",9
"Myślę ,że jakby zamienić oceny ""Nietykalnych"" i ""American Beauty"" to byłoby idealnie. Nie twierdzę , że ""Nietykalni"" to zły film ,ale w porównaniu do ""American Beauty"" wypada blado i dziwną sprawą jest że w rankingu wyprzedza aż o tyle pozycji ten film , z resztą nie tylko ten ale to już mniejsza o to. Szkoda ,że to tylko 7,6 , bo powinno być co najmniej 8,6 .",10
"Wspaniała muzyka, naprawdę. Magiczna i magnetyzująca. Pozwala wczuć się w głównego bohatera, ukazuje jego emocje. Brawo panie Newman.Najlepszy soundtrack w historii kina!",10
"Film, który może zmienić życie...A po każdym kolejnym sensie uświadamiam sobie co tak naprawdę ma największą wartość. Obraz nie do ocenienia.I choć od premiery mija już 15 lat jest on nadal aktualny, ponad czasowy ...",10
"''Wspaniale jest odkryć, że jeszcze sam siebie możesz zaskoczyć''. To jedno z ważniejszych zdań jakie pada w komediodramacie Mendesa. Piszę, że jedno z ważniejszych, bo film ''usiany'' jest wieloma równie trafnymi i dającymi do myślenia tekstami. Dlaczego od niego zaczynam? Bo życie chyba każdego z nas, w pewnym momencie zwalnia, staje się monotonne, a nawet może tracić na wartości. ...",9
"Doskonały obraz pokazujący główną przypadłość społeczeństw industrialnych, czyli osłabienie więzi międzyludzkich, pustkę duchową i bezcelowość monotonnej egzystencji praca - dom. Zwłaszcza, gdy praca nie przynosi satysfakcji a w domu panuje lodowata i sztuczna atmosfera. Film jest perfekcyjnie zrealizowany, bardzo przewrotny i wyjątkowo anty-hollywoodzki. Co ...",10
"Znakomity początek , wspaniała fabuła , film ukazujący życie przeciętnej amerykańskiej rodziny . Pokazuje problemy społeczne Stanów Zjednoczonych , ludzi żyjących w tym kraju no i oczywiście głównego bohatera . Dla mnie rewelacja , zjawiskowy film",10
"Prawdziwe zycie Amerykanskiej rodziny.Wszystko jest tu znakomite muzyka,obsada i te zakonczenie najbardziej mi sie spodobalo.",10
"Film o ludziach, którym się w d....poprzewracało. Nie rozumiem tych zachwytów. Piszecie, że to film pełen emocji. Według mnie raczej traktuje o bezskutecznej pogoni za emocjami - z powodu braku prawdziwych uczuć. No i oczywiście wątek homo - czyli widać że pracują nad opinią publiczną od lat. Nie mam nic do gejów, ale nie znoszę nachalnej propagandy.",5
"Dzielo niezwykle, od dialogów przez grę aktorska po niebianska muzykę. Nie da się opisać słowami wielkości tego arcydzieła.",10
"był na 59. miejscu listy wszechczasów, a ocena metacritics wynosiła 86/100 (najniższa - 75 i pełno ""setek""). Ech, filmwebowa gimbaza nie dorosła do takich filmów. Wicie, rozumicie - za mało wybuchów. I cycki tylko dwa razy pokazali. Słaby film. :)",10
"głebokie treści,ważny przekaz,doskonałe aktorstwo,ale wydaje mi się, że mimo to film jest odrobine przereklamowany. Jak się do niego przymierzałem, spodziewałem się arcydzieła. Niektórzy  ludzie stawiali go na równi z np. Listą Shindlera itd. a tu okazało się,że owszem,jest bardzo dobry,ale nie aż tak jak wszyscy się podniecają. Ale to oczywiście tylko moja opinia",7
"Niby banalnie,niby przyziemnie,ale momentami jak w wielkiej Greckiej Tragedii. Świetny film,w jakiś magiczny sposób hipnotyzujący.",8
"Ma wszystko, o czym mówili już starożytni - jest tu i litość, i trwoga i śmiech gromki, i ten przez łzy. Jeden z moich ulubionych, jeśli nie nr 1.",10
"Wstyd się przyznać, ale ""American beauty"" widziałam dziś po raz pierwszy. Cholernie dobre kino. Film ponadczasowy, dający do myślenia, przekaz wciąż aktualny. Myślę, że opis spłyca fabułę. Początkowo do seansu podeszłam z pewnym sceptycyzmem. A tu proszę, prawdziwa perełka ;) Na pewno jeszcze nie raz przypomnę sobie ten film. ""(...)  pewnego dnia zrozumiecie...""",8
"Jak dla mnie rewelacja!! Bardzo życiowy film. Mnie utwierdził w świadomości, że bycie sobą, bycie pokornym (przez pokorę rozumiem życie w prawdzie o sobie i świecie) daje szczęście i pieprzyć świat materialistów, szczurów zasuwających do grobu. Wystarczy zwolnić, zająć się trochę sobą, wyluzować. Tolerancja jest tak ważna, aby żyć w miłości z każdym! Moje przemyślenia na szybko po winie! Pozdro.",7
"według mnie ktoś kto nie docenia tego filmu jest niewrażliwym, mającym wszystko i wszystkich w du*ie bezdusznym chodzącym robotem albo niedojrzałym gówniarzem, nic nie wiedzącym o życiu, nie posiadającym żadnych głębszych refleksji na temat egzystencji i tego po co jesteśmy na tym świecie...",10
"oglądasz film, nie do końca go rozumiesz, nie wydaje ci się rewelacyjny, a gdy dochodzisz do końca siadasz na łóżku i dopiero wtedy rozumiesz jak genialne i oryginalne jest to co przed chwilą obejrzałeś",8
I wspanialszy juz chyba nie powstanie.... Lecz to tylko mój punkt widzenia ( a filmów juz duuuzo widziałem),10
"nie wiem czy ktoś już poruszył ten temat, a w ciekawostkach nic na ten temat nie ma... mianowicie Lester Burnham to anagram ""Humbert Learns"" (oczywiście chodzi o Humberta Humberta z ""Lolity""). mnie osobiście strasznie się to spodobało i skłoniło do dodatkowych refleksji nad filmem....",9
"Myślę ,że jakby zamienić oceny ""Nietykalnych"" i ""American Beauty"" to byłoby idealnie. Nie twierdzę , że ""Nietykalni"" to zły film ,ale w porównaniu do ""American Beauty"" wypada blado i dziwną sprawą jest że w rankingu wyprzedza aż o tyle pozycji ten film , z resztą nie tylko ten ale to już mniejsza o to. Szkoda ,że to tylko 7,6 , bo powinno być co najmniej 8,6 .",10
"Wspaniała muzyka, naprawdę. Magiczna i magnetyzująca. Pozwala wczuć się w głównego bohatera, ukazuje jego emocje. Brawo panie Newman. Najlepszy soundtrack w historii kina!",10
"Film, który może zmienić życie... A po każdym kolejnym sensie uświadamiam sobie co tak naprawdę ma największą wartość. Obraz nie do ocenienia. I choć od premiery mija już 15 lat jest on nadal aktualny, ponad czasowy ...",10
"''Wspaniale jest odkryć, że jeszcze sam siebie możesz zaskoczyć''. To jedno z ważniejszych zdań jakie pada w komediodramacie Mendesa. Piszę, że jedno z ważniejszych, bo film ''usiany'' jest wieloma równie trafnymi i dającymi do myślenia tekstami. Dlaczego od niego zaczynam? Bo życie chyba każdego z nas, w pewnym momencie zwalnia, staje się monotonne, a nawet może tracić na wartości. ...",9
"Doskonały obraz pokazujący główną przypadłość społeczeństw industrialnych, czyli osłabienie więzi międzyludzkich, pustkę duchową i bezcelowość monotonnej egzystencji praca - dom. Zwłaszcza, gdy praca nie przynosi satysfakcji a w domu panuje lodowata i sztuczna atmosfera. Film jest perfekcyjnie zrealizowany, bardzo przewrotny i wyjątkowo anty-hollywoodzki. Co ...",10
"Znakomity początek , wspaniała fabuła , film ukazujący życie przeciętnej amerykańskiej rodziny . Pokazuje problemy społeczne Stanów Zjednoczonych , ludzi żyjących w tym kraju no i oczywiście głównego bohatera . Dla mnie rewelacja , zjawiskowy film",10
"Prawdziwe zycie Amerykanskiej rodziny.Wszystko jest tu znakomite muzyka,obsada i te zakonczenie najbardziej mi sie spodobalo.",10
"Film o ludziach, którym się w d....poprzewracało. Nie rozumiem tych zachwytów. Piszecie, że to film pełen emocji. Według mnie raczej traktuje o bezskutecznej pogoni za emocjami - z powodu braku prawdziwych uczuć. No i oczywiście wątek homo - czyli widać że pracują nad opinią publiczną od lat. Nie mam nic do gejów, ale nie znoszę nachalnej propagandy.",5
"Dzielo niezwykle, od dialogów przez grę aktorska po niebianska muzykę. Nie da się opisać słowami wielkości tego arcydzieła.",10
"był na 59. miejscu listy wszechczasów, a ocena metacritics wynosiła 86/100 (najniższa - 75 i pełno ""setek""). Ech, filmwebowa gimbaza nie dorosła do takich filmów. Wicie, rozumicie - za mało wybuchów. I cycki tylko dwa razy pokazali. Słaby film. :)",10
"głebokie treści,ważny przekaz,doskonałe aktorstwo,ale wydaje mi się, że mimo to film jest odrobine przereklamowany. Jak się do niego przymierzałem, spodziewałem się arcydzieła. Niektórzy ludzie stawiali go na równi z np. Listą Shindlera itd. a tu okazało się,że owszem,jest bardzo dobry,ale nie aż tak jak wszyscy się podniecają. Ale to oczywiście tylko moja opinia",7
"Niby banalnie,niby przyziemnie,ale momentami jak w wielkiej Greckiej Tragedii. Świetny film,w jakiś magiczny sposób hipnotyzujący.",8
"Ma wszystko, o czym mówili już starożytni - jest tu i litość, i trwoga i śmiech gromki, i ten przez łzy. Jeden z moich ulubionych, jeśli nie nr 1.",10
"Wstyd się przyznać, ale ""American beauty"" widziałam dziś po raz pierwszy. Cholernie dobre kino. Film ponadczasowy, dający do myślenia, przekaz wciąż aktualny. Myślę, że opis spłyca fabułę. Początkowo do seansu podeszłam z pewnym sceptycyzmem. A tu proszę, prawdziwa perełka ;) Na pewno jeszcze nie raz przypomnę sobie ten film. ""(...) pewnego dnia zrozumiecie...""",8
"Jak dla mnie rewelacja!! Bardzo życiowy film. Mnie utwierdził w świadomości, że bycie sobą, bycie pokornym (przez pokorę rozumiem życie w prawdzie o sobie i świecie) daje szczęście i pieprzyć świat materialistów, szczurów zasuwających do grobu. Wystarczy zwolnić, zająć się trochę sobą, wyluzować. Tolerancja jest tak ważna, aby żyć w miłości z każdym! Moje przemyślenia na szybko po winie! Pozdro.",7
"według mnie ktoś kto nie docenia tego filmu jest niewrażliwym, mającym wszystko i wszystkich w du*ie bezdusznym chodzącym robotem albo niedojrzałym gówniarzem, nic nie wiedzącym o życiu, nie posiadającym żadnych głębszych refleksji na temat egzystencji i tego po co jesteśmy na tym świecie...",10
"oglądasz film, nie do końca go rozumiesz, nie wydaje ci się rewelacyjny, a gdy dochodzisz do końca siadasz na łóżku i dopiero wtedy rozumiesz jak genialne i oryginalne jest to co przed chwilą obejrzałeś",8
I wspanialszy juz chyba nie powstanie.... Lecz to tylko mój punkt widzenia ( a filmów juz duuuzo widziałem),10
"tyle żonie dał, wspierał, kasę oddawał a ona go ciągle beształa, robiła to z innym a na końcu rozwaliła mu łeb. I jak zwykle winny mężczyzna. Wypisz wymaluj obraz wielu martwych związków prócz zabójstwa oczywiście.",5
"Nie żebym miał pretensje, ale jestem po prostu zdziwiony.",9
Kocham atmosferę tego filmu!Może zna ktoś podobne filmy utrzymywane w takim tajemniczym tonie?,9
Jakim cudem ten film pojawia się w rankingu komedii na filmwebie?,9
"Świetny film... niesamowicie klimatyczny z idealnie dobraną muzyką... aktorsko prawdziwy majstersztyk... pozycja, która pozostanie w pamięci na zawsze... Wyjątkowe kino !",8
"Bo umknął mi przekaz... I wiem, że autor chciał przekazać coś głębszego, ale nie mogę rozgryźć co...",10
"cos o tej tematyce ,ze bohater wstaje pewnego dnia przezywajac kryzys wieku sredniego :)",9
"Uważam że opis na filmwebie jest troche skrócony, jest tylko o historii Lestera, ale to nie w okuł niego jest cały film, w okuł kilku postaci, także jego żony, sąsiada, córki. Każda postać ma swoją historię swoje problemy, które chcą zwalczać samemu. Oddalają się i robią wszystko by się nie połączyć. Dopiero gdy dochodzi do tragedii zdają sobie sprawę co utracili. Piękna opowieść, która daje ...",9
Ciekawy film niezle zakończenie z przyjemnością obejrzalam,8
"Film z całą pewnością niedoceniony, a obsada wspaniała w całości, ale wyjątkowo urzeka Kevin Spacey, który jest wprost genialny. Twór zawierający wiele głębi i pewnej filozofii, trafia do człowieka.Serdecznie polecam, sama chętnie obejrzałabym ponownie :)",10
http://carriegoeswildagain.blo gspot.com/2014/12/oszpec-sie-d amy-ci-oskara-czyli-aktorow.ht ml,10
"pewnego dnia glowny bohater  Lester Burnham grany przez rewelacyjnego Pana Kevina Spaceya mimo, ze twardo stapa po ziemi otwiera oczy (cale zycie spal mimo, ze oczy mial otwarte) i widzi, ze swiat wcale nie jest taki, jakim widzial go przez swoje 42 lata zycia. Widzi swoja prace, ktora mimo, ze daje mu duze zarobki wcale nie sprawia mu przyjemnosci, widzi swoja zone, ktora ...",10
"Kto waszym zdaniem zasługuje na największe potępienie ? Od początku filmu możemy zauważyć, że nie mamy tutaj jednoznacznego antybohatera, każde zachowanie miało swój powód. Zaniedbanie z obydwu stron małżeństwa Burnham, wypalone uczucie, nadmierne ...",9
"Niesamowicie mi się podoba ten film. Często do niego wracam, głównie ze względu na niezapomniane postaci i aktorstwo.",8
Przy Six Feet Under ten film wydaje mi się teraz bardziej płaski i banalny... taki zaledwie drobny przedsmak tego co zaserwował Alan Ball w swojej dalszej twórczości.,8
"Łatwo przechodzi z komedii w dramat psychologiczny i widz nawet nie orientuje się kiedy tak naprawdę. Niby nudny, ale w ogóle się nie ciągnie. Zmusza do myślenia. Świetna ścieżka dźwiękowa i naprawdę dobra gra aktorska. Spacey, chociaż osobiście go nie trawię, jest aktorem wybitnym i ten, który właściwie stworzył całą tajemnicę filmu, Bentley. Warty obejrzenia.",9
"https://www.youtube.com/watch? v=XH7ZRF6zNocŚwiat jest tak wielki i tak stary, że nasze życie jest nic nieznaczące- a jednak każdy z nas przeskakuje z jednej neurotycznej myśli do drugiej. Tak jesteśmy zbudowani w sumie. Coś chcemy, ale nie dla każdego wystarczy, czegoś się boimy i strachu nie unikniemy.",9
Scena z torebką tańcząca na wietrze - jak ją interpretujecie?,8
"Obejrzałam film jeszcze raz. Tym razem wszystko wydało mi się lepsze i chyba bardziej go zrozumiałam.Poczułam satysfakcję jak Lester na swój sposób nabijał się z tych wszystkich zapatrzonych w siebie snobów (kochanek żony, jego były szef/przełożony).",8
"Obejrzałem wczoraj po raz drugi 'American Beauty' i pojawiło mi się od razu wiele nawiązań do 'Gotowych na wszystko'. Przede wszystkim okolica na pierwszy rzut oka normalna, ale skrywająca tajemnice, całość zakończona morderstwem. Może to przypadek, ale od razu wydało mi się, że serial był trochę zainspirowany tym filmem.",9
"Dlaczego nie ma polskich napisów ? jak dla mnie porażka, musiałem oglądać film w wersji angielskiej dla niesłyszących. z polskim lektorem nie dało rady bo głosy aktorów były tak wyciszone że praktycznie nie było ich słuchać.",10
"Niesamowity przekaz, film, ktorego sie nie zapomina.",8
jest tak nisko w rankingu?????????? To jeden z najlepszych filmó wszechczasów dotykajacy tyle problemów wspolczesnego swiata w jednym obrazie,10
Jeden z najlepszych filmow ever jest tak nisko! To skandal. Niech mi ktoś to wytłumaczy?,10
"Dlaczego w tak krótkim czasie American Beauty, które niedawno figurowało w top 30 teraz znajduje się na tak odległym miejscu?Śmierdzi mi tu falą fake-accounts, jak to już kiedyś na tym portalu było :/",9
ostatnie na liście Top 100 i w każdej chwili może spaść:( ten znakomity film powinien się utrzymać na tej liście więc zachęcam wszystkich do głosowania:D,10
"Po oglądnięciu filmu byłem poruszony postacią Ricky'iego. Według mnie najciekawsza postać w filmie.  Niezwykle świadomy, silny i jednocześnie wrażliwy. Dostrzegał piękno, którego przeciętna istota ludzka nie potrafi. Przyćmiewa postać Lestera na całej lini",8
